,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auroc_ci,test_auprc_mean,test_auprc_ci
0,0,0.7057845552013908,0.634670075289854-0.7768990351129277,0.7530434782608695,0.7018645601058706-0.8042223964158683,0.811204742448421,0.7647605296192808-0.8576489552775612
1,1,0.6800919540229885,0.5536873949105598-0.8064965131354171,0.8191304347826087,0.7734500131133666-0.8648108564518509,0.8898276395319947,0.8526689748823054-0.926986304181684
2,2,0.688411877394636,0.6321849388152431-0.744638815974029,0.7234782608695652,0.6703961471053976-0.7765603746337328,0.8014601066995538,0.7541192979825325-0.8488009154165751
3,3,0.7402673138220807,0.6565439045662091-0.8239907230779522,0.6365217391304347,0.5794374408595292-0.6936060374013403,0.7556700043340705,0.704675272642106-0.806664736026035
4,4,0.7162980134582568,0.5720432047394578-0.8605528221770559,0.7364130434782609,0.6837539141824716-0.7890721727740502,0.8223576219898131,0.7766746205333362-0.86804062344629
