,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auroc_ci,test_auprc_mean,test_auprc_ci
0,0,0.5249020820449392,0.41608176943622066-0.6337223946536577,0.5119995384792893,0.47554379358891363-0.5484552833696649,0.4583107671167438,0.4219714964167347-0.4946500378167529
1,1,0.5133817224442224,0.45357810419927835-0.5731853406891665,0.5216666666666666,0.48433001644157225-0.559003316891761,0.4320113935053654,0.3949867490337309-0.4690360379769999
2,2,0.5402791651161121,0.4443289393360533-0.6362293908961708,0.5896029258098224,0.5524183425461464-0.6267875090734985,0.5963172521661703,0.5592287104673684-0.6334057938649721
3,3,0.539697043901949,0.4601346772206657-0.6192594105832322,0.5211419337462968,0.4831616362500365-0.5591222312425571,0.5258909442898365,0.4879276475184027-0.5638542410612704
4,4,0.5219769586547824,0.428980323385044-0.6149735939245209,0.5008904109589041,0.4628761751733427-0.5389046467444655,0.4427921431958337,0.40502748856453546-0.48055679782713195
