,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auprc_mean
0,0,0.6787752091496346,0.5299080538486509-0.8276423644506183,0.6577126577126577,0.7699516856072448
1,1,0.663249534228697,0.5056696556492755-0.8208294128081186,0.6521954986760812,0.6735488955737281
2,2,0.6889565430977984,0.5835055614754918-0.794407524720105,0.6031184486373167,0.7042889144079397
3,3,0.6414461961961961,0.5635290354561406-0.7193633569362516,0.614674812269314,0.6463591466187728
4,4,0.6581300490631476,0.477794060394229-0.8384660377320663,0.6725950372815059,0.6922698060849011
