,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auprc_mean
0,0,0.5290306915306915,0.33375752655630286-0.7243038565050801,0.5125,0.6805288461538461
1,1,0.5568181818181819,0.4161455225644224-0.6974908410719414,0.5101010101010102,0.6392857142857143
2,2,0.5583333333333333,0.39210802240118214-0.7245586442654846,0.576388888888889,0.730952380952381
3,3,0.6126033057851239,0.5077381239689585-0.7174684876012893,0.4089068825910931,0.5490324368613841
4,4,0.5854797979797979,0.4447853812965905-0.7261742146630052,0.5303030303030303,0.6880370144259034
