,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auprc_mean
0,0,0.5724893162393162,0.3979300709202016-0.7470485615584308,0.6124999999999999,0.7046547202797203
1,1,0.5796717171717172,0.4499307400253161-0.7094126943181183,0.5808080808080808,0.7091068433836634
2,2,0.5856060606060607,0.3429641129049146-0.8282480083072068,0.611111111111111,0.7146367521367522
3,3,0.6116391184573002,0.44890962817724256-0.7743686087373579,0.5728744939271255,0.6792369421739466
4,4,0.655239898989899,0.5391590091658252-0.7713207888139728,0.4722222222222222,0.6283611981887844
