,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auprc_mean
0,0,0.7699531648239443,0.7113746301147013-0.8285316995331873,0.6804197994987469,0.5833392740652166
1,1,0.7641828914490786,0.7024420781087731-0.825923704789384,0.6719202494987748,0.6395672672225158
2,2,0.750299933137649,0.7168908048140928-0.7837090614612051,0.6698147808545756,0.6557336305084327
3,3,0.7515046093064092,0.6955275294248952-0.8074816891879232,0.6597829457364341,0.6281907386758392
4,4,0.7387305537483971,0.6809139924251504-0.7965471150716439,0.7103759398496241,0.640231851946494
