,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auprc_mean
0,0,0.5690442761834164,0.4908160021259179-0.6472725502409148,0.524284357617691,0.6677993217159363
1,1,0.5903555729042897,0.5035891696470978-0.6771219761614817,0.576842453662842,0.5972104160817302
2,2,0.5608153788522995,0.5068694374392977-0.6147613202653013,0.6227725366876311,0.65191878324449
3,3,0.5474800046525399,0.47038015415436835-0.6245798551507113,0.6147384497899961,0.6396722143022271
4,4,0.5605947472651119,0.480262290281361-0.6409272042488628,0.5147903679256814,0.5815051173191943
