,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auprc_mean
0,0,0.6116018434013412,0.5537320189423958-0.6694716678602866,0.556735588972431,0.5005304281005445
1,1,0.608477972866462,0.5275953414984406-0.6893606042344834,0.5418244597905992,0.5107405377525744
2,2,0.5862849482110034,0.5140368599077084-0.6585330365142984,0.551164496607372,0.495157453920279
3,3,0.5786998306785399,0.5289161472636891-0.6284835140933908,0.543937984496124,0.5176662716674872
4,4,0.5850569593240496,0.4793511088680015-0.6907628097800976,0.6211729323308272,0.6317043411025145
