,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auprc_mean
0,0,0.6712169312169312,0.46783977248595277-0.8745940899479095,0.5526315789473684,0.6723498608193899
1,1,0.670952380952381,0.37985217517094133-0.9620525867338205,0.43000000000000005,0.633023658537645
2,2,0.6583068783068783,0.5342987167550542-0.7823150398587023,0.6666666666666667,0.7236328229383785
3,3,0.6732804232804234,0.5588411036183524-0.7877197429424944,0.5583333333333333,0.7353963196972941
4,4,0.7004761904761905,0.5309946614232395-0.8699577195291415,0.5158371040723981,0.5645710768048786
