path	parent	name	id	synapseStore	contentType	used	executed	activityName	activityDescription
/home/kchen/Documents/genie_crc/data/synapse/Documentation/BPC_CRC_v2.0-public_variable_synopsis.xlsx	syn30991666	BPC_CRC_v2.0-public_variable_synopsis.xlsx	syn39433163	True	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet				
/home/kchen/Documents/genie_crc/data/synapse/Documentation/GENIE BPC CRC v2.0-public Analytic Data Guide v2.pdf	syn30991666	BPC_CRC_v2.0-public_Analytic_Data_Guide.pdf	syn39433168	True	application/pdf				
