,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auroc_ci,test_auprc_mean,test_auprc_ci
0,0,0.695079365079365,0.514119855333962-0.8760388748247679,0.888888888888889,0.8203096222390703-0.9574681555387076,0.9648635477582845,0.9246842579226697-1.0050428375938993
1,1,0.6872698412698413,0.626985673348318-0.7475540091913645,1.0,1.0-1.0,1.0,1.0-1.0
2,2,0.6846984126984127,0.5133712704531103-0.8560255549437151,1.0,1.0-1.0,1.0,1.0-1.0
3,3,0.6844126984126985,0.4690571655305412-0.8997682312948557,1.0,1.0-1.0,1.0,1.0-1.0
4,4,0.6824444444444444,0.483571571097961-0.8813173177909278,0.9880952380952381,0.9638433943006389-1.0123470818898372,0.9950680272108843,0.9794033401193348-1.0107327143024338
