,fold,val_auroc_mean,test_auroc_mean,test_auprc_mean
0,0.0,0.751089029246531,0.6628759398496241,0.5634725263565371
1,1.0,0.7508375377127354,0.6632601915794164,0.6616528239523591
2,2.0,0.6983786596153566,0.6902011125374412,0.6628941155296598
3,3.0,0.7168526117023971,0.6777364341085271,0.6541230713611057
4,4.0,0.706402658045977,0.6988872180451127,0.6897277659249422
