,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auprc_mean
0,0,0.5680820607857673,0.49678539946713995-0.6393787221043946,0.49701533034866363,0.6453744325213442
1,1,0.5137905999491954,0.3723135011455617-0.6552676987528291,0.5472749338040601,0.5710011974911173
2,2,0.5718280076379626,0.5244018470609296-0.6192541682149956,0.44876834381551367,0.5872451114688636
3,3,0.5126903840460179,0.4478680866656696-0.5775126814263661,0.5559373806796487,0.5893990272273726
4,4,0.5685495330367991,0.5117008582075135-0.6253982078660847,0.5740129568512407,0.5934193906834556
