,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auprc_mean
0,0,0.7700422686149785,0.707996378383196-0.832088158846761,0.6683270676691729,0.5640417615807582
1,1,0.7642538277070653,0.7142486213223591-0.8142590340917715,0.6450490086879037,0.6167863596060296
2,2,0.7487459068240202,0.708205578951814-0.7892862346962264,0.6895286997982761,0.6803204148671123
3,3,0.7511691019691458,0.6991355313435824-0.8032026725947091,0.6668527131782945,0.6297648099076102
4,4,0.7387305537483971,0.6809139924251504-0.7965471150716439,0.7103759398496241,0.640231851946494
