,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auprc_mean
0,0,0.5680958628966783,0.5111488927549094-0.6250428330384473,0.518111518111518,0.6543404274355948
1,1,0.5969081203250604,0.4925645761461145-0.7012516645040062,0.5693402471315093,0.6018172995789989
2,2,0.5516628481080066,0.484333739540071-0.6189919566759422,0.6285377358490567,0.6603315315990435
3,3,0.547680025095518,0.4699795655810294-0.6253804846100067,0.5879470535827924,0.6237249558886888
4,4,0.5605947472651119,0.480262290281361-0.6409272042488628,0.5147903679256814,0.5815051173191943
