,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auprc_mean
0,0,0.6127633443784977,0.5052846662005558-0.7202420225564395,0.5845238095238096,0.5337125694466738
1,1,0.6088598212339219,0.5462444266718726-0.6714752157959712,0.5340833147694363,0.5114162499243481
2,2,0.5839760495629585,0.520087262064871-0.6478648370610459,0.5600586832935998,0.5026396402547777
3,3,0.5790227956854384,0.5221547865061897-0.635890804864687,0.5452403100775194,0.5167229880332502
4,4,0.5725359554323178,0.5058699289698517-0.6392019818947839,0.6429172932330827,0.6022269043300749
