,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auprc_mean
0,0,0.7560340498192045,0.7273396320319199-0.7847284676064892,0.6781916791550704,0.47572556071235966
1,1,0.7329392774557795,0.6649639838024984-0.8009145711090605,0.7426576654549651,0.6152859105815862
2,2,0.73777056687583,0.6800805436535934-0.7954605900980666,0.7832873578685327,0.6338446725881092
3,3,0.7364560000605799,0.6767866710296951-0.7961253290914646,0.7413633966244726,0.6011298825959313
4,4,0.7225217056056751,0.6890796880294818-0.7559637231818683,0.7552393185505679,0.6058024088377726
