,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auprc_mean
0,0,0.6203617888405957,0.5250990540326891-0.7156245236485023,0.6029758081781202,0.3934761942398487
1,1,0.6237406528724586,0.5762230798432001-0.6712582259017171,0.5417460042698055,0.46910487577299964
2,2,0.6338169841064578,0.5677868027409512-0.6998471654719645,0.6106775213617709,0.41269418641922007
3,3,0.6082636285846263,0.5292960947031733-0.6872311624660794,0.6340321729957806,0.5044498271445083
4,4,0.5851899144112884,0.48678799289628905-0.6835918359262878,0.6438615467820443,0.46020322960685
