,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auprc_mean
0,0,0.765434654905828,0.7347426418887019-0.7961266679229541,0.6758367230428888,0.4832929256291857
1,1,0.7563585993573381,0.6975651864866647-0.8151520122280115,0.7342334545034909,0.643856454202715
2,2,0.7472074884180147,0.6800122111147879-0.8144027657212414,0.785305792908565,0.6429449665829365
3,3,0.7549798950453213,0.7068048395056226-0.80315495058502,0.738462552742616,0.604603496271869
4,4,0.736509060066312,0.7146661741577653-0.7583519459748587,0.7621349378042185,0.6331629868324836
