,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auprc_mean
0,0,0.610429145817354,0.5048018823141053-0.7160564093206027,0.5956254906158567,0.40564144856986806
1,1,0.6104626265053006,0.5520484651633177-0.6688767878472834,0.5433616063700882,0.45209342941334446
2,2,0.6484952163373217,0.578242155971968-0.7187482767026753,0.573000067281168,0.39773420645891455
3,3,0.6077431715092725,0.5269695767843097-0.6885167662342353,0.6333728902953587,0.4858486145745445
4,4,0.5825344282519855,0.5288096643621052-0.6362591921418659,0.6307125473228772,0.4483783491083831
