,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auroc_ci,test_auprc_mean,test_auprc_ci
0,0,0.554925,0.3851011664416786-0.7247488335583214,0.6527777777777778,0.595874482540873-0.7096810730146825,0.6695758628015656,0.6133563914980719-0.7257953341050593
1,1,0.5271911663216011,0.31672147084481317-0.7376608617983891,0.6364379084967321,0.5789444682342567-0.6939313487592075,0.6282187937039466,0.5704557381677916-0.6859818492401016
2,2,0.5971202710333144,0.3905187456771204-0.8037217963895085,0.5923202614379085,0.5335863615980331-0.6510541612777839,0.5414106900777539,0.4818545755125469-0.6009668046429609
3,3,0.5471031746031746,0.43063945683639765-0.6635668923699516,0.6662457912457912,0.6094774676518401-0.7230141148397423,0.6393385396426909,0.5815301641186533-0.6971469151667286
4,4,0.6187836866690622,0.5203991703888831-0.7171682029492414,0.5942760942760943,0.5351628379526597-0.6533893505995289,0.5543299220769982,0.4944933984568581-0.6141664456971383
