,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auroc_ci,test_auprc_mean,test_auprc_ci
0,0,0.7006954505940307,0.6180727463427959-0.7833181548452656,0.7469565217391304,0.6953605184586995-0.7985525250195613,0.796496032660013,0.748715710436456-0.84427635488357
1,1,0.6822164750957853,0.5624794418921099-0.8019535082994608,0.8226086956521739,0.7772736938635172-0.8679436974408306,0.8875361924391455,0.8500414604993624-0.9250309243789286
2,2,0.6881570881226053,0.5882430144125629-0.7880711618326478,0.7034782608695652,0.6492751221743249-0.7576813995648055,0.7991611962675629,0.7516154320054939-0.8467069605296319
3,3,0.7365184004636338,0.6372296768468071-0.8358071240804605,0.6417391304347826,0.5848342160570922-0.698644044812473,0.7538126338220454,0.7026873875968983-0.8049378800471926
4,4,0.71177516983805,0.5675189423695821-0.8560313973065179,0.7255434782608696,0.6722075965549983-0.778879359966741,0.8155947992202456,0.7692421258954087-0.8619474725450824
