,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auroc_ci,test_auprc_mean,test_auprc_ci
0,0,0.72529532645971,0.6821649602342456-0.7684256926851744,0.7300099950024987,0.6973698272267848-0.7626501627782127,0.8138451186074019,0.785228241945685-0.8424619952691189
1,1,0.733358903032751,0.688429150107013-0.778288655958489,0.6984007996001999,0.6646579627052539-0.7321436364951458,0.7605492845378063,0.7291741290777124-0.7919244399979003
2,2,0.7281326781326781,0.6384029618586036-0.8178623944067527,0.7232505070993915,0.6902683634554879-0.7562326507432952,0.8075039416721542,0.7784386734911231-0.8365692098531854
3,3,0.7850501290450664,0.7524776539902386-0.8176226040998943,0.780718336483932,0.7502155554665917-0.8112211175012722,0.8402634513657375,0.8132549197361527-0.8672719829953224
4,4,0.7492330090662431,0.6666944196028929-0.8317715985295934,0.7705103969754252,0.7395103860069666-0.8015104079438838,0.8090768302083892,0.78010237434559-0.8380512860711883
