,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auroc_ci,test_auprc_mean,test_auprc_ci
0,0,0.8322510822510821,0.5831169771439279-1.0813851873582363,0.7,0.6-0.7999999999999999,0.8846613408378113,0.814955956450289-0.9543667252253337
1,1,0.8118518518518518,0.609254181118556-1.0144495225851475,0.5866666666666666,0.4765556116156661-0.6967777217176669,0.8536394387632777,0.7746017428988379-0.9326771346277176
2,2,0.7888798701298703,0.675968920214038-0.9017908200457025,0.6000000000000001,0.49045548849896686-0.7095445115010333,0.8260601246591959,0.7413002299249438-0.9108200193934479
3,3,0.7843181818181819,0.5248405331897479-1.043795830446616,0.64,0.5326687370800101-0.74733126291999,0.8462212896036425,0.7655581571870327-0.9268844220202523
4,4,0.8531944444444445,0.5908927851019479-1.115496103786941,0.6309523809523809,0.5230516224001579-0.738853139504604,0.8254532990352317,0.7405768741143256-0.9103297239561378
