,pretrain,outcome,data_type,val_auroc,test_auroc_mean,test_auroc_ci,test_auprc_mean,test_auprc_ci
0,crc,OS,comb,0.7810063685048488,0.4544324772162386,0.41219951582560593-0.49666543860687135,0.4895153222772348,0.4471152008293083-0.5319154437251613
0,crc,OS,comb,0.6797771282426014,0.4805302402651201,0.4381529584071705-0.5229075221230697,0.5138638521202247,0.47147071150461806-0.5562569927358313
0,crc,PFS,comb,0.7514709535988309,0.5025641025641026,0.4592091741836694-0.5459190309445356,0.7912137274582032,0.7559707934423702-0.8264566614740362
0,total,OS,comb,0.7932065404465934,0.5397680198840099,0.49749292690609437-0.5820431128619254,0.5422412434044034,0.49998341220682935-0.5844990746019774
0,total,PFS,comb,0.8023372423177026,0.5292540792540793,0.48597285176472854-0.5725353067434301,0.6134118624773909,0.5711863891542417-0.6556373358005401
