,pretrain,outcome,data_type,val_auroc,test_auroc_mean,test_auroc_ci,test_auprc_mean,test_auprc_ci
0,crc,PFS,mut,0.7862312925170067,0.4829836829836829,0.4396532993883315-0.5263140665790343,0.5775248894897844,0.5346937038597067-0.6203560751198621
0,total,OS,comb,0.8182706018514448,0.5147058823529411,0.47231478302380686-0.5570969816820754,0.5109682239519364,0.4685689825728689-0.553367465331004
0,crc,PFS,act,0.6781580779468979,0.541025641025641,0.49781633257618807-0.5842349494750939,0.6108285979804398,0.568551582604524-0.6531056133563555
0,total,OS,act,0.7500476233176492,0.4906793703396852,0.44827729306408626-0.5330814476152842,0.5083545457967713,0.46595101995208044-0.5507580716414622
0,total,OS,mut,0.7834610888777785,0.5063173156586578,0.4639112543026102-0.5487233770147053,0.5345004197133256,0.49219205182834713-0.5768087875983041
0,total,PFS,act,0.7411497841026649,0.4543123543123542,0.41113823237862784-0.4974864762460806,0.5519892186739649,0.5088687264377989-0.5951097109101309
0,total,PFS,comb,0.8134993191548053,0.4819347319347319,0.43860754117279493-0.5252619226966689,0.5523151136735354,0.5091975851058589-0.5954326422412118
0,total,PFS,mut,0.7629154190841726,0.5006993006993008,0.45734384462665456-0.544054756771947,0.549751404392529,0.5066110670622564-0.5928917417228016
