,pretrain,outcome,data_type,val_auroc,test_auroc_mean,test_auroc_ci,test_auprc_mean,test_auprc_ci
0,crc,OS,comb,0.6970386039132734,0.4427299088649544,0.4005995752328504-0.4848602424970585,0.4636869082619006,0.4213894552909431-0.5059843612328582
0,crc,PFS,comb,0.69716287678477,0.5182983682983683,0.47497191301755715-0.5616248235791794,0.5737451515091263,0.5308638103656595-0.6166264926525931
0,total,PFS,comb,0.6728806599353584,0.5055944055944055,0.46224162102963806-0.5489471901591729,0.588617518271805,0.5459484000474943-0.6312866364961156
0,crc,OS,comb,0.6976414595452141,0.4146644573322287,0.3728772398142318-0.45645167485022553,0.4383389804287156,0.3962532578145947-0.48042470304283663
0,total,OS,comb,0.6726888601502907,0.4544324772162386,0.4121995158256059-0.4966654386068713,0.4653623643572259,0.4230548030658323-0.5076699256486195
