,pretrain,outcome,data_type,val_auroc,test_auroc_mean,test_auroc_ci,test_auprc_mean,test_auprc_ci
0,crc,OS,comb,0.7422554204124803,0.447079536039768,0.4049083002758282-0.48925077180370785,0.6247511076221793,0.5836828926423026-0.6658193226020561
0,crc,PFS,comb,0.7422554204124803,0.5263403263403263,0.4830450308616186-0.569635621819034,0.7288406791362247,0.6902925992495311-0.7673887590229184
0,crc,OS,comb,0.74204653622422,0.434341342170671,0.3922991450869521-0.47638353925439003,0.4934441083469483,0.4510383075115229-0.5358499091823737
0,total,OS,comb,0.6855846483265837,0.5055923777961888,0.46318558407969146-0.5479991715126862,0.5445114459243822,0.5022703827444203-0.5867525091043441
0,total,PFS,comb,0.6855846483265837,0.5138694638694639,0.47053064850629883-0.5572082792326288,0.57866369853714,0.5358481277509435-0.6214792693233364
