,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auroc_ci,test_auprc_mean,test_auprc_ci
0,0,0.64493006993007,0.5175756871192685-0.7722844527408714,0.7767857142857143,0.6951227888008646-0.858448639770564,0.6831349206349205,0.5918910376272949-0.7743788036425462
1,1,0.7035353535353535,0.4398554546569149-0.967215252413792,0.5025252525252525,0.4096787676049387-0.5953717374455663,0.6424283725192701,0.553427373163875-0.7314293718746652
2,2,0.6645104895104895,0.39580430322950366-0.9332166757914754,0.671875,0.5861508329728424-0.7575991670271576,0.6359125200196629,0.548062688507416-0.7237623515319098
3,3,0.7329889807162535,0.4830933138197575-0.9828846476127495,0.6294117647058823,0.5440352831748664-0.7147882462368983,0.5594940205140295,0.47173361131605385-0.6472544297120052
4,4,0.7268210955710955,0.6145303203911553-0.8391118707510358,0.46190476190476193,0.3693269748850649-0.5544825489244589,0.433935107468245,0.34190148730414827-0.5259687276323417
