,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auroc_ci,test_auprc_mean,test_auprc_ci
0,0,0.5851820552960542,0.5068781178271509-0.6634859927649575,0.49918043121926614,0.4619126816593425-0.5364481807791898,0.5511010546577938,0.5140284020975948-0.5881737072179928
1,1,0.5592696347981455,0.48171139727125-0.636827872325041,0.5329482948294829,0.49684820056934653-0.5690483890896193,0.523133574505464,0.4869935879689173-0.5592735610420108
2,2,0.5409797297297299,0.5019247000871162-0.5800347593723435,0.588265306122449,0.5513772857980174-0.6251533264468806,0.6178414903942182,0.581420621643306-0.6542623591451304
3,3,0.5496232145864378,0.47794136306958035-0.6213050661032953,0.5477755308392316,0.5104704193831944-0.5850806422952688,0.5025969021287481,0.46512082315908965-0.5400729810984065
4,4,0.5484478696741855,0.5051407722706035-0.5917549670777674,0.5364734299516908,0.4995097048685832-0.5734371550347983,0.5800917043083998,0.5435078161459548-0.6166755924708449
