,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auroc_ci,test_auprc_mean,test_auprc_ci
0,0,0.47186188651705885,0.3488812300120847-0.594842543022033,0.5137420718816067,0.4564098044605736-0.5710743393026398,0.5530489400267209,0.49601872989277873-0.610079150160663
1,1,0.5385513277843836,0.282928613180955-0.7941740423878123,0.41383928571428574,0.3536683437371606-0.4740102276914109,0.46832049697325456,0.40735850623520575-0.5292824877113034
2,2,0.5192967555631052,0.3629007318778583-0.675692779248352,0.5263840830449827,0.46583465256217566-0.5869335135277898,0.5439620301208304,0.48356294803931993-0.604361112202341
3,3,0.5248680506685433,0.2950636777294322-0.7546724236076543,0.5225563909774436,0.46409539716432546-0.5810173847905616,0.6179462240044731,0.5610771496338777-0.6748152983750685
4,4,0.5344642096940948,0.3338972487827303-0.7350311706054593,0.5479735318444996,0.4884878144419926-0.6074592492470066,0.46407243714178,0.4044654852189585-0.5236793890646014
