,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auroc_ci,test_auprc_mean,test_auprc_ci
0,0,0.5731775133731352,0.4514499241979729-0.6949051025482974,0.55466472303207,0.5185130899884031-0.590816356075737,0.27197273825525803,0.2396055028867075-0.30433997362380855
1,1,0.5794356327933594,0.4762123537378573-0.6826589118488615,0.548406862745098,0.5123034458169122-0.5845102796732837,0.31527878413494337,0.2815712125656095-0.3489863557042772
2,2,0.5976520201437742,0.4880000642855327-0.7073039760020157,0.5161151960784314,0.48041946515154227-0.5518109270053204,0.32837907155592955,0.294834533927668-0.3619236091841911
3,3,0.5501662599357782,0.4748697643387701-0.6254627555327863,0.5927105449398442,0.5581407164206524-0.627280373459036,0.2936656980762187,0.26162100806880223-0.3257103880836351
4,4,0.5622141779719897,0.42140695814244705-0.7030213978015323,0.6411832500960429,0.606746149965162-0.6756203502269239,0.42088128524441953,0.3854356517635094-0.45632691872532966
