,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auroc_ci,test_auprc_mean,test_auprc_ci
0,0,0.6945791669374051,0.6110163350075635-0.7781419988672467,0.6530071869877696,0.6175272395424489-0.6884871344330903,0.6548651409276058,0.6194300054979325-0.6903002763572792
1,1,0.6915037691500794,0.6045720790797022-0.7784354592204565,0.6200220022002201,0.584901065365835-0.6551429390346052,0.5785923292169758,0.5428633284434646-0.6143213299904869
2,2,0.7111616016195871,0.6880960046113859-0.7342271986277883,0.5324617346938776,0.49506421661689365-0.5698592527708615,0.582109354535947,0.5451415539478122-0.6190771551240819
3,3,0.7093748382299024,0.6386848478895224-0.7800648285702825,0.6090116279069767,0.572436596132119-0.6455866596818345,0.6471731167445189,0.6113567880262895-0.6829894454627484
4,4,0.6999537922066484,0.6094148659763371-0.7904927184369598,0.6596618357487922,0.6245397489777853-0.6947839225197991,0.6534165531660603,0.6181418571007778-0.6886912492313427
