,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auroc_ci,test_auprc_mean,test_auprc_ci
0,0,0.7575030893507189,0.7237487121044526-0.7912574665969851,0.6716263469635338,0.6421596704005228-0.7010930235265449,0.4490082186222887,0.4177990034583452-0.48021743378623216
1,1,0.7459763055947626,0.6797846750277748-0.8121679361617503,0.7457157694305003,0.7191159321054186-0.7723156067555821,0.6379954113666249,0.6086393073176893-0.6673515154155604
2,2,0.7341936105620315,0.6917588644293522-0.7766283566947108,0.7894099441566306,0.7639269623796271-0.814892925933634,0.6398665714790744,0.6098641404458877-0.6698690025122612
3,3,0.735002991132617,0.6681876248252854-0.8018183574399487,0.7481540084388185,0.7209178302570002-0.7753901866206369,0.658570784260312,0.6288175136547363-0.6883240548658878
4,4,0.7230346210193539,0.7098164652289766-0.7362527768097312,0.758011087074094,0.7313470649949444-0.7846751091532437,0.6115416734738522,0.5811974943659705-0.641885852581734
