,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auroc_ci,test_auprc_mean,test_auprc_ci
0,0,0.7361397889503773,0.6546569448611035-0.8176226330396512,0.7874895572263994,0.7629100792373172-0.8120690352154815,0.77317098930084,0.748008871579016-0.7983331070226641
1,1,0.7579646443739254,0.7251552108068696-0.7907740779409812,0.7380231708589917,0.7116035515946451-0.7644427901233384,0.7558468199182562,0.7300356194881099-0.7816580203484025
2,2,0.7525739992322161,0.6555233995496195-0.8496245989148128,0.7525832376578645,0.7266562568786475-0.7785102184370815,0.7622436172190934,0.7366652330386053-0.7878220013995815
3,3,0.7587096269686744,0.7030184707482882-0.8144007831890606,0.7245386192754614,0.6976476418237003-0.7514295967272224,0.7481519924248714,0.722023783679718-0.7742802011700248
4,4,0.7598864121741894,0.7042078719744598-0.815564952373919,0.7080288132919711,0.6806609480752073-0.7353966785087349,0.72194793528434,0.6949791453500811-0.7489167252185989
