,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auroc_ci,test_auprc_mean,test_auprc_ci
0,0,0.5503739541002866,0.4764975678491531-0.62425034035142,0.5274647887323944,0.49276485448724344-0.5621647229775454,0.31886240021256873,0.28647068764277556-0.3512541127823619
1,1,0.47882860461257665,0.40151586442122084-0.5561413448039325,0.5413326110509209,0.5066991532068049-0.5759660688950369,0.342226001389372,0.30924911258846316-0.3752028901902808
2,2,0.5411967772670697,0.45612511587921867-0.6262684386549208,0.5174278846153847,0.48269659946354054-0.5521591697672288,0.3226615777289294,0.2901684655649863-0.35515468989287247
3,3,0.5718576874151787,0.4791130743463102-0.6646023004840473,0.5048076923076923,0.4700568965294565-0.5395584880859281,0.30915855393969727,0.2770371400651108-0.3412799678142837
4,4,0.5426545147973719,0.46058473812377837-0.6247242914709654,0.5422312062937064,0.5076029858892221-0.5768594266981906,0.34589005130725126,0.3128295648206022-0.3789505377939003
