,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auprc_mean
0,0,0.7712282691375595,0.7115794584043561-0.8308770798707629,0.680921052631579,0.583231889174078
1,1,0.7641828914490786,0.7024420781087731-0.825923704789384,0.6719202494987748,0.6395672672225158
2,2,0.7518202801361069,0.710672419975098-0.7929681402971158,0.6704871935937404,0.6267336817772045
3,3,0.7511606358961496,0.6984537059245728-0.8038675658677263,0.6795968992248063,0.6411039593416643
4,4,0.7387305537483971,0.6809139924251504-0.7965471150716439,0.7103759398496241,0.640231851946494
