,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auprc_mean
0,0,0.7670571875809687,0.7019894125063249-0.8321249626556126,0.6786027568922306,0.5785002472577997
1,1,0.7615277288658584,0.6930289944239907-0.8300264633077261,0.6636221875696147,0.6394723574197325
2,2,0.7530723972183098,0.7273845885006138-0.7787602059360057,0.665444098050003,0.6238268264591018
3,3,0.7474535933776495,0.6924866584666034-0.8024205282886956,0.6710697674418605,0.6098857171653673
4,4,0.7320370504048286,0.6673416087269397-0.7967324920827175,0.7205112781954888,0.635282479492962
