,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auprc_mean
0,0,0.6369303006987386,0.5859368323390461-0.687923769058431,0.6304824561403508,0.5931217104274966
1,1,0.6194969059717261,0.5374455459351487-0.7015482660083036,0.5986578302517265,0.6022073801656238
2,2,0.5909573858535145,0.5157295549603512-0.6661852167466779,0.602420685860994,0.6004914566080922
3,3,0.5730316380283457,0.5349383561063685-0.6111249199503228,0.6902635658914729,0.7059397774218324
4,4,0.5583492443471536,0.4958536419181983-0.6208448467761088,0.7054436090225563,0.6813148630965058
