,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auprc_mean
0,0,0.7585170634975389,0.7021261611481566-0.8149079658469212,0.6898182957393484,0.6007955595012715
1,1,0.7478948868876927,0.6800321918266025-0.8157575819487829,0.6649866339942081,0.6351782421666252
2,2,0.7472369381554834,0.6982451021541953-0.7962287741567715,0.6964973409132588,0.6483421548145465
3,3,0.7378278251599146,0.7021619938536076-0.7734936564662217,0.6946666666666667,0.6352888291865862
4,4,0.7226662061796694,0.6616395604740085-0.7836928518853302,0.7091127819548873,0.6407692943935243
