,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_dropout,param_learning_rate,param_n_hidden,param_n_neurons,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
62,7.280357456207275,0.3391052910166861,0.21170058250427246,0.0031668596791466857,relu,0.2,0.0003,1,1000,"OrderedDict([('activation', 'relu'), ('dropout', 0.2), ('learning_rate', 0.0003), ('n_hidden', 1), ('n_neurons', 1000)])",0.825944170771757,0.8844789356984479,0.838076923076923,0.6827094474153298,0.8601435322947664,0.8182706018514448,0.07066100252221348,1
48,7.537046241760254,0.37070485533325753,0.20950889587402344,0.006364183721444845,relu,0.2,0.003,1,500,"OrderedDict([('activation', 'relu'), ('dropout', 0.2), ('learning_rate', 0.003), ('n_hidden', 1), ('n_neurons', 500)])",0.8189655172413793,0.8811529933481154,0.8253846153846153,0.7025401069518717,0.835287939786452,0.8126662345424867,0.05921381567120226,2
33,7.564747905731201,0.12103509745779252,0.2121732234954834,0.008037959857773667,relu,0.6,0.003,1,1500,"OrderedDict([('activation', 'relu'), ('dropout', 0.6), ('learning_rate', 0.003), ('n_hidden', 1), ('n_neurons', 1500)])",0.8015188834154351,0.8820399113082039,0.8573076923076922,0.6624331550802139,0.8599684929109049,0.81265362700449,0.0796709623806148,3
59,7.4500403881073,0.1504299868471266,0.20984134674072266,0.007779024950310865,relu,0.2,0.003,1,500,"OrderedDict([('activation', 'relu'), ('dropout', 0.2), ('learning_rate', 0.003), ('n_hidden', 1), ('n_neurons', 500)])",0.8162972085385879,0.8532150776053214,0.8328846153846153,0.7101158645276292,0.8496411692630841,0.8124307870638475,0.05281973604624081,4
13,8.989097833633423,0.15691904653790667,0.23032121658325194,0.009856045955503033,elu,0.2,0.0003,2,500,"OrderedDict([('activation', 'elu'), ('dropout', 0.2), ('learning_rate', 0.0003), ('n_hidden', 2), ('n_neurons', 500)])",0.8130131362889984,0.8953436807095344,0.8357692307692307,0.6836007130124777,0.8281113250481359,0.8111676171656754,0.06964863139862873,5
85,7.697861051559448,0.30956019351002045,0.21495232582092286,0.005885247713875294,relu,0.2,0.003,1,500,"OrderedDict([('activation', 'relu'), ('dropout', 0.2), ('learning_rate', 0.003), ('n_hidden', 1), ('n_neurons', 500)])",0.8148604269293924,0.8545454545454546,0.8398076923076923,0.7003119429590018,0.8303868370383336,0.807982470755975,0.05535911966769621,6
25,14.301769256591797,0.7362311836050259,0.22546305656433105,0.002918627698846096,elu,0.2,0.0003,2,25,"OrderedDict([('activation', 'elu'), ('dropout', 0.2), ('learning_rate', 0.0003), ('n_hidden', 2), ('n_neurons', 25)])",0.8501642036124795,0.8534368070953436,0.7834615384615384,0.660873440285205,0.8842989672676352,0.8064469913444403,0.07987509924897276,7
49,7.409430980682373,0.37983719379766656,0.20561752319335938,0.0039175951410331655,relu,0.2,0.003,1,1000,"OrderedDict([('activation', 'relu'), ('dropout', 0.2), ('learning_rate', 0.003), ('n_hidden', 1), ('n_neurons', 1000)])",0.7768883415435139,0.8301552106430156,0.8238461538461539,0.714795008912656,0.8778225100647645,0.8047014450020209,0.05516854210911859,8
55,7.554565572738648,0.2693658464498943,0.2108090877532959,0.005995630901250197,elu,0.2,0.003,1,1500,"OrderedDict([('activation', 'elu'), ('dropout', 0.2), ('learning_rate', 0.003), ('n_hidden', 1), ('n_neurons', 1500)])",0.8072660098522166,0.8937915742793792,0.7809615384615385,0.6938502673796791,0.8463154209697182,0.8044369621885062,0.06712163304089813,9
91,7.520392942428589,0.19048845826718255,0.21131958961486816,0.005237228586019474,relu,0.6,0.003,1,1000,"OrderedDict([('activation', 'relu'), ('dropout', 0.6), ('learning_rate', 0.003), ('n_hidden', 1), ('n_neurons', 1000)])",0.8089080459770115,0.8580931263858091,0.8421153846153845,0.6909536541889483,0.8174339226325924,0.803500826759949,0.05892646008508356,10
90,7.721204137802124,0.37924492951731714,0.21215462684631348,0.0029189127850917213,relu,0.6,0.003,1,500,"OrderedDict([('activation', 'relu'), ('dropout', 0.6), ('learning_rate', 0.003), ('n_hidden', 1), ('n_neurons', 500)])",0.7896141215106732,0.8419068736141907,0.8200000000000001,0.7150178253119429,0.845790302818134,0.8024658246509881,0.0480673962659755,11
94,15.566201782226562,0.7918579047323286,0.23552441596984863,0.007130254906202079,elu,0.2,3e-05,2,500,"OrderedDict([('activation', 'elu'), ('dropout', 0.2), ('learning_rate', 3e-05), ('n_hidden', 2), ('n_neurons', 500)])",0.7848932676518884,0.8651884700665188,0.8017307692307692,0.696524064171123,0.8603185716786277,0.8017310285597853,0.06133736648996063,12
76,7.936468887329101,0.3371424213785346,0.2110527992248535,0.006389837447352339,relu,0.6,0.003,1,200,"OrderedDict([('activation', 'relu'), ('dropout', 0.6), ('learning_rate', 0.003), ('n_hidden', 1), ('n_neurons', 200)])",0.838464696223317,0.8235033259423504,0.8146153846153845,0.6631016042780749,0.8669700682653597,0.8013310158648974,0.07136224692636962,13
46,7.32275071144104,0.16382042061016608,0.2093050479888916,0.005486832422178869,relu,0.4,0.003,1,500,"OrderedDict([('activation', 'relu'), ('dropout', 0.4), ('learning_rate', 0.003), ('n_hidden', 1), ('n_neurons', 500)])",0.805008210180624,0.8549889135254988,0.8309615384615384,0.6691176470588236,0.8454402240504113,0.8011033066553791,0.06811225659031514,14
