,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auroc_ci,test_auprc_mean,test_auprc_ci
0,0,0.5580718954248367,0.38758184724850864-0.7285619436011648,0.3928571428571429,0.30216623007751403-0.4835480556367718,0.6182040112458629,0.5279882140732162-0.7084198084185096
1,1,0.5201633986928105,0.30831868515174987-0.7320081122338711,0.44642857142857145,0.3541153672994769-0.538741775557666,0.6585800421185463,0.5705259109926656-0.7466341732444269
2,2,0.5858543417366947,0.44017561014314976-0.7315330733302396,0.36666666666666664,0.277181121268267-0.4561522120650663,0.7355666770068284,0.6536692767946368-0.81746407721902
3,3,0.5260784313725491,0.3060273691388604-0.7461294936062377,0.30397727272727276,0.21999809070526566-0.38795645474927987,0.602690181604935,0.5133491259806318-0.6920312372292383
4,4,0.5028867102396515,0.2202491415505236-0.7855242789287793,0.26623376623376627,0.1841586643871689-0.34830886808036365,0.627544216184848,0.537768158990064-0.717320273379632
