,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auroc_ci,test_auprc_mean,test_auprc_ci
0,0,0.6534920634920636,0.5149629148665976-0.7920212121175295,0.562200956937799,0.4716229903462079-0.6527789235293902,0.6497104297807885,0.5626114846637835-0.7368093748977935
1,1,0.6696560846560846,0.5378117491335305-0.8015004201786388,0.485,0.39375399552126494-0.576246004478735,0.6168532284741922,0.5280941307254434-0.705612326222941
2,2,0.6751851851851851,0.49386361496317216-0.8565067554071981,0.5858585858585859,0.49439004910972306-0.6773271226074487,0.6472794459341733,0.5585511188465416-0.736007773021805
3,3,0.6516931216931217,0.49466116538688654-0.8087250779993568,0.5055555555555555,0.4127136179815317-0.5983974931295793,0.7576658389087175,0.6780962390433152-0.8372354387741199
4,4,0.6569312169312169,0.5221634230164838-0.7916990108459501,0.5746606334841629,0.48439698450560237-0.6649242824627233,0.5643544653475272,0.47382666063357315-0.6548822700614813
