,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auroc_ci,test_auprc_mean,test_auprc_ci
0,0,0.4703485838779956,0.24232076751413612-0.6983764002418551,0.6190476190476191,0.5288700806716192-0.7092251574236189,0.8512278220555052,0.7851455804496076-0.9173100636614028
1,1,0.5014161220043574,0.1855814064714491-0.8172508375372656,0.44047619047619047,0.34828880333311085-0.5326635776192701,0.6671758625203923,0.5796717284327207-0.7546799966080638
2,2,0.5675070028011204,0.40838560875463853-0.7266283968476024,0.575,0.48320280974925733-0.6667971902507426,0.8616694012758324,0.7975587092360483-0.9257800933156164
3,3,0.4219389978213507,0.26622999945716835-0.577647996185533,0.5511363636363636,0.4603279439984524-0.6419447832742748,0.7911339472339421,0.7169178158410111-0.8653500786268732
4,4,0.39139433551198255,0.12683095545226025-0.6559577155717049,0.4480519480519481,0.3557067560857767-0.5403971400181196,0.7689106016051866,0.6906345453849675-0.8471866578254058
