,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auroc_ci,test_auprc_mean,test_auprc_ci
0,0,0.5996732026143791,0.4014340787178617-0.7979123265108965,0.4345238095238095,0.3424756833407191-0.5265719357068999,0.6935833156950353,0.6079768585013213-0.7791897728887492
1,1,0.6001307189542484,0.2777512083634954-0.9225102295450014,0.5654761904761905,0.47342806429310014-0.6575243166592808,0.79790633777381,0.7233381986234222-0.8724744769241979
2,2,0.6049019607843138,0.5814929048562734-0.6283110167123542,0.475,0.3822684631258897-0.5677315368741103,0.8875391849529781,0.8288719820709644-0.9462063878349919
3,3,0.6257843137254901,0.5080609542995812-0.7435076731513991,0.4630681818181818,0.3720304532280006-0.5541059104083631,0.6639810442083169,0.5777429595936198-0.7502191288230141
4,4,0.5452614379084968,0.34764570205128614-0.7428771737657074,0.525974025974026,0.43325172088406083-0.6186963310639911,0.8581290966087204,0.793336709294548-0.9229214839228927
