,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auroc_ci,test_auprc_mean,test_auprc_ci
0,0,0.6292592592592593,0.43797237483266005-0.8205461436858585,0.6,0.49045548849896675-0.7095445115010333,0.8747035890379544,0.800677505674698-0.9487296724012109
1,1,0.6394545454545455,0.36379611505936627-0.9151129758497247,0.6313131313131313,0.5234342961449806-0.7391919664812819,0.6643388774967721,0.5587470375319574-0.7699307174615868
2,2,0.6835185185185185,0.4429419363108533-0.9240951007261837,0.5,0.3852921330647191-0.6147078669352809,0.8261669799498746,0.7392262556813497-0.9131077042183996
3,3,0.6907272727272729,0.48939339207926563-0.89206115337528,0.515625,0.403876205962883-0.627373794037117,0.6479131089570332,0.5411138317594172-0.7547123861546493
4,4,0.6518181818181817,0.4899801396820357-0.8136562239543278,0.6363636363636364,0.5260041856969302-0.7467230870303425,0.7262032085561497,0.6239053698078465-0.828501047304453
