,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auprc_mean
0,0,0.7667388783374118,0.7342103452909696-0.799267411383854,0.668200956254906,0.49493368513820196
1,1,0.7563591999759753,0.6991823713377336-0.813536028614217,0.7304829496278344,0.6379853774874875
2,2,0.7448122907596593,0.6804152048695585-0.80920937664976,0.7875933526206016,0.6590386972780322
3,3,0.7515962046691959,0.6840538155906554-0.8191385937477363,0.7286722046413503,0.5767010011229907
4,4,0.7364371963913949,0.7140151173909419-0.7588592753918479,0.7571998377501352,0.6269972286269129
