,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auprc_mean
0,0,0.769547067703958,0.7226347651000806-0.8164593703078353,0.6835795332905159,0.46316321595004184
1,1,0.7491504249376858,0.6842339621947922-0.8140668876805794,0.7241936414517338,0.6066935182924511
2,2,0.7460221438116175,0.6981476080175388-0.7938966796056961,0.7956334521967301,0.6505063265672749
3,3,0.7479777671762952,0.6877251675604107-0.8082303667921796,0.7374077004219408,0.6004333386775611
4,4,0.7301446526332023,0.7024576365217327-0.7578316687446719,0.758146295294754,0.6138282589491212
