,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auprc_mean
0,0,0.6115087445365669,0.523516571491693-0.6995009175814408,0.565724684221794,0.37610154853675526
1,1,0.6122014174599838,0.5483251375423308-0.6760776973776368,0.5454388090704518,0.466161186797157
2,2,0.6422558946506315,0.5600103481462202-0.7245014411550428,0.5782143578012514,0.4008405131864597
3,3,0.6123564824280424,0.5327926504641868-0.691920314391898,0.6488330696202531,0.48838346470164284
4,4,0.5822250751792737,0.5309778998669864-0.633472250491561,0.6302393185505678,0.4492256137517336
