,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auprc_mean
0,0,0.7583386040427973,0.7185859555945053-0.7980912524910893,0.6967105263157894,0.6301556910177026
1,1,0.7634914725562207,0.6873776365239893-0.8396053085884522,0.6648752506126087,0.6388509269591398
2,2,0.739600337289431,0.7102035237192588-0.7689971508596032,0.6982089369765879,0.6787558151774565
3,3,0.7343310234541578,0.6982284324185788-0.7704336144897368,0.7072558139534884,0.7108680345255327
4,4,0.7172090562843844,0.6609568339770747-0.773461278591694,0.7547669172932331,0.7163546752336831
