,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auprc_mean
0,0,0.5711474178403757,0.47731178312230294-0.6649830525584485,0.5554877221543888,0.6997462925553478
1,1,0.4985143292185545,0.3910121234819548-0.6060165349551542,0.627482347749338,0.6791384432925134
2,2,0.5837002241967996,0.518334437005093-0.6490660113885062,0.4930555555555555,0.6202877273480334
3,3,0.4898370342173159,0.33533759464105045-0.6443364737935813,0.5776377752322769,0.5941940402540866
4,4,0.5585557666000942,0.5149665430016037-0.6021449901985847,0.5798802102432465,0.5980739931831733
