,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auprc_mean
0,0,0.6515389141868757,0.5100399017127898-0.7930379266609616,0.658933658933659,0.7549788645993543
1,1,0.6590282643659067,0.5238568625329683-0.7941996661988451,0.682976610767873,0.6812748503986614
2,2,0.663883996822869,0.5966960023687946-0.7310719912769434,0.6058700209643606,0.6683063584539577
3,3,0.6304843188258682,0.5811735103098944-0.679795127341842,0.6249840906198294,0.666142535852897
4,4,0.6339188117308897,0.45030174394240086-0.8175358795193786,0.6878743429898545,0.7246275196582044
