,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auprc_mean
0,0,0.5699011260545731,0.5097848772167275-0.6300173748924187,0.505901505901506,0.6624095876760444
1,1,0.5495165774357362,0.4818584411600827-0.6171747137113898,0.5530670785525154,0.6170901851697086
2,2,0.5315927158158347,0.4851447281683706-0.5780407034632987,0.5947982180293502,0.6417867527328449
3,3,0.5403520139858168,0.46806870647407434-0.6126353214975592,0.5830469644902635,0.6214718850169796
4,4,0.5423403325667941,0.4412615850032344-0.6434190801303539,0.5381371470480382,0.5964770333272287
