,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auprc_mean
0,0,0.6545460093896713,0.4948794241941855-0.8142125945851572,0.6662596662596663,0.7682015274849452
1,1,0.6355077186555095,0.46691707990695774-0.8040983574040612,0.7130957634598412,0.7269512744849318
2,2,0.6575035100309542,0.5768214554644362-0.7381855645974722,0.5838574423480085,0.6774976123483405
3,3,0.5814843188258682,0.42322265683353605-0.7397459808182003,0.6412752959144712,0.6802896469851778
4,4,0.6367290500996848,0.47161553440268494-0.8018425657966848,0.6738173817381737,0.7179940346328837
