,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auprc_mean
0,0,0.7584515349887282,0.7050150599550716-0.8118880100223848,0.6907581453634085,0.6133180981320364
1,1,0.7480702990055509,0.6824623299984007-0.813678268012701,0.6689964357317888,0.6288988944829769
2,2,0.7474271394373276,0.6981728953079925-0.7966813835666627,0.6960083134665934,0.6520447050897709
3,3,0.7373960554371002,0.6992105100817336-0.7755816007924667,0.6978914728682171,0.6399214201521288
4,4,0.7241060927753471,0.6637445165661946-0.7844676689844996,0.7111578947368421,0.6452682188332763
