,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auroc_ci,test_auprc_mean,test_auprc_ci
0,0,0.526693404634581,0.4633129731168363-0.5900738361523258,0.8668300653594772,0.8262211811892857-0.9074389495296686,0.8664624178123176,0.8258061414858915-0.9071186941387437
1,1,0.5264161220043573,0.4440003667124116-0.608831877296303,0.8799019607843137,0.8410479298861957-0.9187559916824317,0.8895085303711774,0.8520379505273881-0.9269791102149667
2,2,0.5257773816597346,0.46977736529841885-0.5817773980210504,0.8341503267973857,0.7896943197950853-0.878606333799686,0.8503906193236471,0.8077582349377317-0.8930230037095626
3,3,0.526643889879184,0.4881315607695463-0.5651562189888217,0.8707912457912458,0.8304101173166982-0.9111723742657933,0.8747786326795761,0.8349345567853222-0.91462270857383
4,4,0.5231332937215291,0.48295361071385134-0.5633129767292068,0.8274410774410774,0.7819514161209733-0.8729307387611815,0.8693621022634165,0.8287915986975538-0.9099326058292792
