,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auroc_ci,test_auprc_mean,test_auprc_ci
0,0,0.7201465201465203,0.5930102114113449-0.8472828288816956,1.0,1.0-1.0,0.9999999999999998,0.9999999966679989-1.0000000033320007
1,1,0.724908424908425,0.6185828421595503-0.8312340076572997,1.0,1.0-1.0,0.9999999999999998,0.9999999966679989-1.0000000033320007
2,2,0.7225274725274726,0.6010504298423255-0.8440045152126198,1.0,1.0-1.0,0.9999999999999998,0.9999999966679989-1.0000000033320007
3,3,0.726923076923077,0.6085882142771709-0.8452579395689831,1.0,1.0-1.0,1.0,1.0-1.0
4,4,0.7225274725274726,0.6002577490487813-0.844797196006164,0.9880952380952381,0.9632133713638287-1.0129771048266476,0.9933226495726496,0.9746386240024906-1.0120066751428085
