,fold,val_auroc_mean,val_auroc_ci,test_auroc_mean,test_auroc_ci,test_auprc_mean,test_auprc_ci
0,0,0.5228558985029056,0.4560149470666942-0.589696849939117,0.8447995666305527,0.8196321792859061-0.8699669539751992,0.7500419528792464,0.7199471733072088-0.7801367324512839
1,1,0.5246676782724318,0.46786730489302286-0.5814680516518407,0.8567172264355365,0.8323654545486767-0.8810689983223963,0.7653276943000844,0.7358719865670308-0.794783402033138
2,2,0.5238433529498671,0.45485495792319813-0.5928317479765359,0.8293815559440559,0.8032355712619952-0.8555275406261167,0.718568008974609,0.6873118578541635-0.7498241600950546
3,3,0.5234896397616468,0.45912116993547575-0.5878581095878177,0.7972027972027972,0.7692561176981162-0.8251494767074782,0.6234154744322414,0.58973836164113-0.6570925872233528
4,4,0.5221940251649759,0.4590395884168091-0.5853484619131428,0.8641280594405594,0.8403120622665682-0.8879440566145506,0.7501858060723913,0.7200968026370991-0.7802748095076835
