,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_dropout,param_learning_rate,param_n_hidden,param_n_neurons,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
11,3.857914400100708,1.306441910543945,0.22497358322143554,0.00315636574948451,relu,0.2,0.03,3,1000,"OrderedDict([('activation', 'relu'), ('dropout', 0.2), ('learning_rate', 0.03), ('n_hidden', 3), ('n_neurons', 1000)])",0.637,0.5597165991902834,0.6925465838509316,0.6832298136645963,0.5455486542443063,0.6236083301900236,0.06109338299475228,1
21,2.9490771293640137,0.35695830537623185,0.22449636459350586,0.001530476832481161,relu,0.2,0.0003,3,1000,"OrderedDict([('activation', 'relu'), ('dropout', 0.2), ('learning_rate', 0.0003), ('n_hidden', 3), ('n_neurons', 1000)])",0.53,0.6467611336032388,0.5797101449275363,0.7184265010351967,0.5786749482401656,0.6107145455612276,0.06542762166211223,2
99,2.2118106842041017,0.9258341149645852,0.18832626342773437,0.0013402901198574634,relu,0.8,0.03,2,1000,"OrderedDict([('activation', 'relu'), ('dropout', 0.8), ('learning_rate', 0.03), ('n_hidden', 2), ('n_neurons', 1000)])",0.593,0.5597165991902835,0.5383022774327122,0.7577639751552796,0.5910973084886129,0.6079760320533776,0.07762603388959963,3
15,2.2640006065368654,0.10996100069272054,0.22462763786315917,0.0028339661952323496,relu,0.2,0.003,3,1000,"OrderedDict([('activation', 'relu'), ('dropout', 0.2), ('learning_rate', 0.003), ('n_hidden', 3), ('n_neurons', 1000)])",0.556,0.5779352226720648,0.587991718426501,0.7101449275362318,0.5973084886128365,0.6058760714495268,0.05391393408385084,4
69,1.5166139602661133,0.07547099305263806,0.17366366386413573,0.0009605470656953039,elu,0.8,0.03,1,1000,"OrderedDict([('activation', 'elu'), ('dropout', 0.8), ('learning_rate', 0.03), ('n_hidden', 1), ('n_neurons', 1000)])",0.628,0.5617408906882592,0.5652173913043479,0.6325051759834368,0.6387163561076605,0.6052359628167409,0.03428135200332829,5
81,2.083827781677246,0.15706389151384442,0.20483617782592772,0.0010866081356490764,relu,0.2,0.003,3,1000,"OrderedDict([('activation', 'relu'), ('dropout', 0.2), ('learning_rate', 0.003), ('n_hidden', 3), ('n_neurons', 1000)])",0.5780000000000001,0.590080971659919,0.567287784679089,0.6521739130434782,0.6242236024844721,0.6023532543733916,0.031412377316203485,6
87,2.0211580753326417,0.07325808252826502,0.20483794212341308,0.0019348854497446175,elu,0.2,0.0003,3,1500,"OrderedDict([('activation', 'elu'), ('dropout', 0.2), ('learning_rate', 0.0003), ('n_hidden', 3), ('n_neurons', 1500)])",0.596,0.6123481781376519,0.5217391304347826,0.68944099378882,0.5538302277432712,0.5946717060209051,0.05706597386351134,7
88,1.5851264476776123,0.06241733794453539,0.17263398170471192,0.00153570167767974,elu,0.2,0.0003,1,1500,"OrderedDict([('activation', 'elu'), ('dropout', 0.2), ('learning_rate', 0.0003), ('n_hidden', 1), ('n_neurons', 1500)])",0.616,0.6123481781376519,0.4306418219461698,0.7142857142857144,0.5910973084886126,0.5928746045716297,0.09162673854603984,8
53,2.132430410385132,0.09097711848472907,0.21377596855163575,0.003211434117294717,elu,0.8,0.003,3,500,"OrderedDict([('activation', 'elu'), ('dropout', 0.8), ('learning_rate', 0.003), ('n_hidden', 3), ('n_neurons', 500)])",0.502,0.6568825910931174,0.6356107660455487,0.6563146997929606,0.510351966873706,0.5922320047610665,0.07073070384753927,9
29,2.2835757732391357,0.1182756870010528,0.22498793601989747,0.002499284632162684,elu,0.2,0.0003,3,1500,"OrderedDict([('activation', 'elu'), ('dropout', 0.2), ('learning_rate', 0.0003), ('n_hidden', 3), ('n_neurons', 1500)])",0.56,0.590080971659919,0.48654244306418226,0.6956521739130435,0.6283643892339544,0.5921279955742198,0.06959172225425164,10
71,2.1002727508544923,0.14653657615383245,0.20588622093200684,0.0016830718242179384,elu,0.8,0.03,3,1000,"OrderedDict([('activation', 'elu'), ('dropout', 0.8), ('learning_rate', 0.03), ('n_hidden', 3), ('n_neurons', 1000)])",0.554,0.5799595141700405,0.5693581780538302,0.7463768115942029,0.5041407867494825,0.5907670581135112,0.08203105019756622,11
6,2.0219966888427736,0.22143418598989661,0.20623888969421386,0.0025312945415359683,relu,0.2,0.03,2,1000,"OrderedDict([('activation', 'relu'), ('dropout', 0.2), ('learning_rate', 0.03), ('n_hidden', 2), ('n_neurons', 1000)])",0.611,0.5435222672064778,0.5703933747412008,0.6770186335403727,0.546583850931677,0.5897036252839458,0.049884596406024925,12
39,2.110293245315552,0.19365656882494744,0.21144609451293944,0.0018682870001562677,relu,0.2,0.003,2,1000,"OrderedDict([('activation', 'relu'), ('dropout', 0.2), ('learning_rate', 0.003), ('n_hidden', 2), ('n_neurons', 1000)])",0.626,0.5597165991902835,0.5548654244306418,0.6045548654244307,0.5952380952380952,0.5880749968566902,0.027086071434516905,13
83,2.012755298614502,0.10451987975439103,0.4872328758239746,0.2319981963138593,elu,0.6,0.003,3,50,"OrderedDict([('activation', 'elu'), ('dropout', 0.6), ('learning_rate', 0.003), ('n_hidden', 3), ('n_neurons', 50)])",0.56,0.5840080971659919,0.474120082815735,0.6542443064182195,0.65527950310559,0.5855303979011074,0.0673096067801068,14
